,files,emotion
3142,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001156.942_face.png,5
3143,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193605.966_face.png,5
3144,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194605.805_face.png,5
3145,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193514.118_face.png,5
3146,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T202433.029_face.png,5
3147,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194532.068_face.png,5
3148,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T000531.173_face.png,5
3149,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T201712.244_face.png,5
3150,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001025.571_face.png,5
3151,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193947.436_face.png,5
3152,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194005.466_face.png,5
3153,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193536.964_face.png,5
3154,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193213.905_face.png,5
3155,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194606.163_face.png,5
3156,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001310.910_face.png,5
3157,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193537.904_face.png,5
3158,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T203938.567_face.png,5
3159,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T200114.088_face.png,5
3160,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T003053.307_face.png,5
3161,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193841.599_face.png,5
3162,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192146.418_face.png,5
3163,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002914.989_face.png,5
3164,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194312.853_face.png,5
3165,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193531.889_face.png,5
3166,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T203901.398_face.png,5
3167,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T200705.746_face.png,5
3168,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193904.275_face.png,5
3169,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T182732.623_face.png,5
3170,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193222.058_face.png,5
3171,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193609.508_face.png,5
3172,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002217.024_face.png,5
3173,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004744.910_face - Copy.png,5
3174,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193413.222_face.png,5
3175,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194600.381_face.png,5
3176,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192048.342_face.png,5
3177,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192129.245_face.png,5
3178,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192149.349_face.png,5
3179,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194426.875_face.png,5
3180,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001122.866_face.png,5
3181,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192140.539_face.png,5
3182,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/13694565514_c8b8614cb1_w_face.png,5
3183,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193613.001_face.png,5
3184,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004156.690_face.png,5
3185,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004551.898_face.png,5
3186,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194556.123_face.png,5
3187,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192105.002_face.png,5
3188,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194527.653_face.png,5
3189,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192049.262_face.png,5
3190,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194306.375_face.png,5
3191,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T003105.609_face.png,5
3192,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T202508.033_face.png,5
3193,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T181731.502_face.png,5
3194,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193449.241_face.png,5
3195,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/4695804801_62dcc554f9_n_face.png,5
3196,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194311.428_face.png,5
3197,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193957.709_face.png,5
3198,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T183123.926_face.png,5
3199,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194425.621_face.png,5
3200,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-05T231242.033_face.png,5
3201,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193535.134_face.png,5
3202,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192128.190_face.png,5
3203,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194550.671_face.png,5
3204,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192209.358_face.png,5
3205,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/29165268225_888073773a_b_face.png,5
3206,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193935.721_face.png,5
3207,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002225.086_face.png,5
3208,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193832.564_face.png,5
3209,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194435.587_face.png,5
3210,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193940.169_face.png,5
3211,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images (26)_face.png,5
3212,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193855.289_face.png,5
3213,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192249.863_face.png,5
3214,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194600.001_face.png,5
3215,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T183350.406_face.png,5
3216,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T181747.247_face.png,5
3217,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193215.465_face.png,5
3218,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193619.883_face.png,5
3219,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192319.413_face.png,5
3220,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images (95)_face.png,5
3221,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T200609.966_face.png,5
3222,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193902.360_face.png,5
3223,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T201645.334_face.png,5
3224,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T182536.496_face.png,5
3225,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192313.707_face.png,5
3226,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192306.771_face.png,5
3227,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194606.475_face.png,5
3228,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193837.613_face.png,5
3229,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193632.831_face.png,5
3230,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images (81)_face.png,5
3231,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T184242.530_face.png,5
3232,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193932.335_face.png,5
3233,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193231.700_face.png,5
3234,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192159.034_face.png,5
3235,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193256.310_face.png,5
3236,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T202944.071_face.png,5
3237,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193218.191_face.png,5
3238,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194604.316_face.png,5
3239,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193637.605_face.png,5
3240,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193515.255_face.png,5
3241,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192122.450_face.png,5
3242,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T185347.151_face.png,5
3243,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194417.123_face.png,5
3244,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193337.284_face.png,5
3245,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/45251146325_60c3635910_n_face.png,5
3246,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193854.054_face.png,5
3247,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193953.523_face.png,5
3248,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T183359.806_face.png,5
3249,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193847.854_face.png,5
3250,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192049.958_face.png,5
3251,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192023.038_face.png,5
3252,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images (69)_face.png,5
3253,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194258.876_face.png,5
3254,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193511.922_face.png,5
3255,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002909.112_face.png,5
3256,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192018.258_face.png,5
3257,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002121.561_face.png,5
3258,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193449.685_face.png,5
3259,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001317.214_face.png,5
3260,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194437.614_face.png,5
3261,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193624.543_face.png,5
3262,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192343.661_face.png,5
3263,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193603.398_face.png,5
3264,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004608.650_face.png,5
3265,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194533.281_face.png,5
3266,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193243.219_face.png,5
3267,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192328.582_face.png,5
3268,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194523.112_face.png,5
3269,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T190141.961_face.png,5
3270,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193302.199_face.png,5
3271,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/9k_ (6)_face.png,5
3272,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192232.215_face.png,5
3273,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T184428.104_face.png,5
3274,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T184242.153_face.png,5
3275,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194246.419_face.png,5
3276,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/364960711_349382e426_b_face.png,5
3277,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192255.501_face.png,5
3278,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193526.142_face.png,5
3279,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193228.915_face.png,5
3280,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T201708.575_face.png,5
3281,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T203722.504_face.png,5
3282,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193824.619_face.png,5
3283,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images (18)_face.png,5
3284,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T000311.820_face.png,5
3285,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T183314.817_face.png,5
3286,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T200702.942_face.png,5
3287,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-05T231351.754_face.png,5
3288,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192342.377_face.png,5
3289,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T000505.587_face.png,5
3290,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192220.878_face.png,5
3291,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T181623.063_face.png,5
3292,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193946.373_face.png,5
3293,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002842.136_face.png,5
3294,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192303.220_face.png,5
3295,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193848.352_face.png,5
3296,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194522.151_face.png,5
3297,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192331.224_face.png,5
3298,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T190207.290_face.png,5
3299,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004407.971_face.png,5
3300,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194333.563_face.png,5
3301,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T184315.365_face.png,5
3302,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193354.277_face.png,5
3303,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002046.703_face.png,5
3304,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T202438.833_face.png,5
3305,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192259.859_face.png,5
3306,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193858.669_face.png,5
3307,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193536.538_face.png,5
3308,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194607.990_face.png,5
3309,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004636.764_face.png,5
3310,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192106.053_face.png,5
3311,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T203806.209_face.png,5
3312,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002042.733_face.png,5
3313,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192031.657_face.png,5
3314,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004745.308_face.png,5
3315,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T005549.136_face.png,5
3316,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194603.438_face.png,5
3317,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001202.740_face.png,5
3318,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T010011.916_face.png,5
3319,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192316.220_face.png,5
3320,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192312.282_face.png,5
3321,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192347.920_face.png,5
3322,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192008.989_face.png,5
3323,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193903.519_face.png,5
3324,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193935.031_face.png,5
3325,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002939.181_face.png,5
3326,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193215.089_face.png,5
3327,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T000243.296_face.png,5
3328,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T203328.078_face.png,5
3329,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193822.421_face.png,5
3330,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192140.825_face.png,5
3331,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194538.601_face.png,5
3332,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T202525.578_face.png,5
3333,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194419.098_face.png,5
3334,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T183347.848_face.png,5
3335,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002244.669_face.png,5
3336,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193854.318_face.png,5
3337,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194305.746_face.png,5
3338,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T184431.794_face.png,5
3339,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T002847.377_face.png,5
3340,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001118.956_face.png,5
3341,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/Z (2)_face.png,5
3342,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194310.778_face.png,5
3343,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193938.954_face.png,5
3344,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192032.296_face.png,5
3345,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T184529.760_face.png,5
3346,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T005957.860_face.png,5
3347,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T003112.639_face.png,5
3348,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192157.401_face.png,5
3349,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T003540.494_face.png,5
3350,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192056.875_face.png,5
3351,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T181703.070_face.png,5
3352,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194451.296_face.png,5
3353,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194558.457_face.png,5
3354,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images (15)_face.png,5
3355,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194543.219_face.png,5
3356,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192006.640_face.png,5
3357,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193336.094_face.png,5
3358,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192053.426_face.png,5
3359,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/20177276302_ae6846fc47_b_face.png,5
3360,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193937.441_face.png,5
3361,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193956.138_face.png,5
3362,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193352.641_face.png,5
3363,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T202612.935_face.png,5
3364,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004419.101_face.png,5
3365,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T000334.185_face.png,5
3366,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193406.150_face.png,5
3367,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193500.112_face.png,5
3368,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193546.419_face.png,5
3369,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T181826.755_face.png,5
3370,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193930.627_face.png,5
3371,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193621.878_face.png,5
3372,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004558.569_face.png,5
3373,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T001330.120_face.png,5
3374,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192302.579_face.png,5
3375,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T182644.188_face.png,5
3376,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193834.818_face.png,5
3377,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T200659.077_face.png,5
3378,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193220.935_face.png,5
3379,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004534.759_face.png,5
3380,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T192248.886_face.png,5
3381,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T194304.307_face.png,5
3382,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T003027.545_face.png,5
3383,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T004739.626_face.png,5
3384,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193412.919_face.png,5
3385,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193911.488_face.png,5
3386,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193838.333_face.png,5
3387,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/happiness/images - 2020-11-06T193539.097_face.png,5
